slot,timestamp,action_count,adds,removes,actions,placement_before,placement_after,demand,attachment_points,total_requests,demand_pairs,covered_pairs_after,uncovered_pairs_after,coverage_ratio_after,objective,R_nominal,B_nominal,R_wc,B_wc,Op_cost,solve_time,status
904,903,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=3;0@6=1;1@4=1;2@4=1;2@3=1;2@9=1;3@3=1;3@9=2;4@9=1;4@1=1;5@2=1;5@9=1;6@3=1;6@7=1;7@6=1;7@4=2;7@5=1;8@5=1,"2,6,4,3,9,1,7,5",22,18,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
905,904,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@4=1;0@7=2;1@2=1;1@4=1;1@0=1;2@0=1;2@6=1;3@4=1;3@7=1;3@0=1;3@9=1;4@3=1;4@5=1;5@2=1;5@5=2;6@4=1;6@0=1;6@6=1;6@1=2;7@4=1;7@3=1;7@8=1;8@2=1;8@6=2,"2,4,7,0,6,9,3,5,1,8",29,25,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
906,905,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@6=1;0@8=1;1@2=3;1@8=1;1@0=1;1@3=1;1@4=1;2@2=2;2@3=1;2@4=1;2@5=1;3@2=2;3@6=1;3@0=1;3@3=2;3@4=1;3@5=3;3@7=2;4@2=1;4@3=1;4@4=1;4@9=2;5@2=1;5@4=1;6@6=1;6@8=1;6@4=1;6@7=1;6@9=1;7@2=3;7@4=1;7@5=2;7@9=1;8@1=3;8@2=1;8@4=2;8@5=1;8@7=1,"1,2,6,8,0,3,4,5,7,9",55,40,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
907,906,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=1;0@4=2;0@6=1;0@7=1;0@9=3;1@0=1;1@1=1;1@9=2;1@3=2;1@8=1;2@2=1;2@7=1;2@9=2;2@3=1;3@1=2;3@2=2;3@6=2;3@7=1;3@5=1;4@0=1;4@2=2;4@4=1;4@6=1;4@9=1;4@5=2;5@4=1;6@0=2;6@1=1;6@2=3;6@4=2;6@6=1;6@3=1;6@8=1;7@0=2;7@1=6;7@2=2;7@4=3;7@9=1;7@3=1;8@0=1;8@1=1;8@4=1,"0,1,2,4,6,7,9,3,8,5",68,44,0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
908,907,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=3;0@2=1;0@4=2;0@6=1;0@7=1;0@8=1;0@9=1;1@2=2;1@4=1;1@6=1;1@8=1;1@5=1;2@2=2;2@4=1;2@8=1;2@5=1;2@1=1;3@2=2;3@4=2;3@6=1;3@9=1;3@5=1;3@1=1;4@2=1;4@6=2;4@1=1;5@2=1;5@1=1;6@0=2;6@4=2;6@6=1;6@9=1;6@5=1;6@1=1;7@2=1;7@4=1;7@9=1;7@5=1;8@2=1;8@7=1;8@8=1;8@1=1;8@3=1,"0,2,4,6,7,8,9,5,1,3",53,43,0,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
909,908,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@1=3;0@2=1;0@3=1;0@4=1;0@5=1;0@7=1;0@8=1;1@0=1;1@1=1;1@2=1;1@4=1;1@9=1;2@1=1;2@2=1;2@4=2;3@2=5;3@3=3;3@4=1;3@5=1;3@7=1;3@8=1;3@9=3;4@3=2;4@5=1;5@7=1;6@2=2;6@5=1;6@6=1;7@2=1;7@7=1;8@9=1;8@6=1,"0,1,2,3,4,5,7,8,9,6",47,33,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
910,909,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@6=4;1@4=1;2@6=1;2@4=1;2@1=2;2@2=3;2@3=1;2@7=1;3@4=2;3@3=1;4@2=1;4@3=1;5@3=1;5@8=1;6@4=1;6@5=1;6@9=2;7@6=1;7@1=2;7@2=1;7@7=1;7@8=1;7@0=1,"6,4,1,2,3,7,8,5,9,0",32,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
911,910,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=2;0@3=1;1@4=2;2@2=1;2@4=1;2@1=1;3@3=1;3@9=1;4@2=1;4@3=1;4@1=1;5@7=1;6@0=1;6@3=1;7@2=1;7@3=2;7@5=1;8@0=1;8@3=1;8@8=2,"0,2,3,4,1,9,7,5,8",25,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
912,911,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@3=1;0@4=2;0@6=1;2@1=1;2@3=1;2@4=1;2@6=2;2@8=1;2@9=2;3@1=1;3@2=1;3@8=1;3@0=1;5@7=1;6@2=1;6@4=1;7@4=1;8@1=1;8@2=1,"1,2,3,4,6,8,9,0,7",24,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
913,912,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=2;0@4=1;0@5=1;0@6=2;1@0=1;1@4=1;2@2=3;2@6=1;3@0=1;3@4=3;3@5=2;4@3=1;6@4=2;6@1=1;6@7=1;6@8=1;7@0=1;7@2=1;7@6=2;8@0=1;8@2=1;8@4=2,"0,2,4,5,6,3,1,7,8",33,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
914,913,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=3;0@2=2;0@4=1;0@9=2;1@1=1;1@4=1;2@1=1;2@9=2;2@0=1;2@3=1;3@1=3;3@4=3;3@0=1;3@3=1;3@5=1;3@6=2;4@1=2;4@2=2;4@4=1;4@9=1;4@0=1;4@5=2;4@8=1;5@4=1;5@9=1;5@7=1;6@2=2;6@4=2;6@0=1;6@6=1;6@8=1;6@7=1;7@1=2;7@2=2;7@4=1;7@9=1;7@3=1;7@7=1;8@1=1;8@4=2;8@8=1;8@7=1,"1,2,4,9,0,3,5,6,8,7",60,42,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
915,914,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@3=2;0@4=1;0@8=1;0@9=2;1@4=2;1@9=1;1@7=1;2@1=2;2@3=1;2@4=2;2@8=1;2@9=1;2@0=1;2@2=1;3@1=2;3@4=2;3@8=1;3@9=1;3@2=3;3@5=1;4@9=1;4@6=2;5@1=1;5@3=1;5@4=2;5@9=1;6@1=1;6@4=4;6@9=2;6@7=3;6@0=3;6@2=4;7@4=5;7@0=2;7@2=2;8@4=1,"1,3,4,8,9,7,0,2,5,6",66,37,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
916,915,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@2=2;0@3=1;0@4=2;0@9=1;1@4=1;2@0=1;2@2=1;2@4=1;2@6=1;2@7=1;2@8=1;3@4=2;3@8=1;3@1=1;3@5=1;4@0=1;4@3=4;4@4=3;4@9=1;4@6=1;4@7=1;4@1=2;5@2=2;5@3=1;5@1=1;6@0=2;6@3=1;6@4=3;6@5=1;7@0=2;7@3=1;7@4=1;7@8=1;8@2=1;8@3=1;8@4=2;8@6=1;8@7=1;8@8=1;8@1=1,"0,2,3,4,9,6,7,8,1,5",56,41,0,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
917,916,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@4=1;0@6=1;0@7=1;1@1=1;1@8=1;2@0=1;2@4=2;2@3=1;3@2=1;4@0=1;4@6=1;4@2=3;5@5=1;6@0=1;6@1=2;6@5=1;7@0=1;7@4=2;7@6=1;7@1=2;7@8=2;7@2=3;7@5=1;7@9=2;8@4=3;8@7=1;8@1=1;8@3=1;8@5=1,"0,4,6,7,1,8,3,2,5,9",43,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
918,917,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@4=1;2@4=1;2@0=1;3@4=2;3@2=1;4@4=1;4@2=1;4@9=1;6@4=1;6@0=1;6@2=1;6@1=1;6@3=1;6@6=1;7@2=1;7@9=1;7@6=1;7@5=1;7@7=1;7@8=1;8@5=1,"4,0,2,9,1,3,6,5,7,8",22,21,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
919,918,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;1@1=1;1@2=2;1@4=1;1@5=1;1@7=1;3@1=2;3@4=2;3@9=1;4@2=1;4@8=1;5@4=1;5@8=1;6@1=1;6@2=3;6@4=1;6@5=1;6@7=3;7@1=1;7@6=1;8@4=1;8@3=1,"1,2,4,5,7,9,8,6,3",30,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
920,919,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=3;0@4=3;0@5=1;0@6=2;0@7=1;1@2=1;1@4=1;1@9=1;3@2=2;3@5=2;3@6=1;3@9=2;3@8=1;4@2=2;4@4=1;4@5=3;4@6=2;4@7=1;4@9=1;4@8=2;4@3=2;5@0=1;5@1=2;5@4=2;6@0=1;6@1=1;6@2=2;6@4=3;6@5=1;6@7=1;6@9=1;7@0=1;7@1=2;7@2=1;7@4=2;7@3=2;8@0=1;8@1=1;8@2=1;8@4=3;8@7=1;8@9=1;8@3=1,"0,1,2,4,5,6,7,9,8,3",69,45,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
921,920,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=2;0@3=1;0@5=3;0@8=1;0@9=1;1@9=1;1@4=2;2@0=2;2@1=3;2@3=1;2@4=2;2@2=4;3@1=2;3@5=1;3@8=1;3@4=2;3@2=1;3@6=1;4@1=2;4@8=2;4@9=1;4@4=2;4@2=4;4@6=1;4@7=1;5@5=1;6@0=2;6@1=1;6@5=1;6@4=3;6@2=4;6@7=2;7@1=4;7@5=1;7@9=1;7@4=2;7@2=2;8@0=1;8@8=2;8@2=2;9@8=1,"0,1,3,5,8,9,4,2,6,7",75,42,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
922,921,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=2;0@2=4;0@4=2;0@7=1;1@0=1;1@1=1;2@2=4;2@4=1;2@5=2;2@8=1;2@9=1;3@2=3;3@4=3;4@0=1;4@2=1;4@4=2;4@6=1;5@5=1;5@8=1;6@1=1;6@2=1;6@4=2;6@5=2;6@6=1;6@3=1;7@0=1;7@1=3;7@2=1;7@4=1;7@7=1;7@5=1;7@9=1;7@3=1;8@1=2;8@2=2;8@3=2,"0,1,2,4,7,5,8,9,6,3",58,37,0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
923,922,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=2;0@4=2;0@7=1;0@8=1;1@0=1;1@3=1;2@0=1;2@1=2;2@2=1;2@7=1;2@5=2;2@6=1;3@1=2;3@2=1;3@4=3;3@7=2;3@8=1;3@3=1;3@6=1;4@0=1;4@7=1;4@6=1;4@9=1;6@0=2;6@1=1;6@2=1;6@4=3;6@7=1;6@5=1;6@9=1;7@2=1;7@5=1;8@1=2;8@7=2,"0,1,2,4,7,8,3,5,6,9",49,36,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
924,923,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=2;0@6=1;0@8=1;0@9=1;1@1=2;1@5=1;2@2=1;2@8=1;2@5=1;3@1=1;3@9=1;3@7=1;4@1=1;4@2=1;4@7=1;4@0=1;4@3=1;5@1=2;5@2=1;5@5=1;6@1=1;6@2=1;6@6=1;6@5=1;6@7=1;6@0=1;7@1=1;7@2=2;7@6=1;7@8=1;7@0=1;7@3=1;8@1=2;8@6=1;8@0=1,"1,2,6,8,9,5,7,0,3",41,36,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
925,924,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;1@1=1;1@8=1;2@1=3;2@2=1;3@3=2;3@4=1;3@5=2;3@6=1;4@3=1;4@9=1;5@8=2;5@6=1;5@7=1;6@8=1;6@4=1;6@9=1;7@0=1;7@1=1;7@4=2;7@9=1;8@8=1;8@7=1,"0,1,8,2,3,4,5,6,9,7",30,24,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
926,925,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=1;0@3=1;0@4=1;0@9=2;1@2=2;1@3=1;1@6=1;1@7=1;1@8=1;2@9=1;3@4=1;3@9=1;3@8=1;4@2=1;4@4=1;5@5=1;6@4=1;6@7=1;7@6=2;8@2=4;8@6=1;8@7=1;9@1=1,"0,1,2,3,4,9,6,7,8,5",31,25,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
927,926,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@3=1;0@4=3;0@5=2;0@7=1;0@8=1;0@9=2;1@3=1;1@4=1;1@7=2;1@8=1;1@9=1;1@2=1;2@3=1;2@6=1;3@3=1;3@4=1;3@7=1;3@2=1;3@0=1;3@1=1;4@3=1;4@7=1;4@6=2;4@1=2;5@0=1;5@1=1;6@3=3;6@4=2;6@5=1;6@7=2;6@8=2;6@2=1;6@0=1;6@1=2;7@3=1;7@4=1;7@7=1;7@9=1;7@2=2;7@6=1;7@0=1;8@3=1;8@4=1;8@7=2;8@9=1,"3,4,5,7,8,9,2,6,0,1",60,45,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
928,927,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@4=3;0@5=2;0@6=1;0@7=1;0@9=1;1@7=1;1@9=1;1@3=2;2@5=1;2@7=1;2@9=1;2@8=2;3@2=1;3@9=1;3@3=1;3@1=1;4@2=2;4@4=1;4@5=1;4@3=1;5@4=2;6@2=1;6@3=1;6@8=1;6@0=2;7@7=1;7@3=1;7@1=1;8@2=2;8@3=1;8@1=3;9@4=1,"2,4,5,6,7,9,3,8,1,0",44,33,0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
929,928,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=1;0@1=1;0@2=1;0@3=2;0@7=1;0@9=1;1@3=1;1@7=1;1@4=1;2@1=2;2@3=1;2@6=1;2@8=3;3@0=1;3@2=1;3@9=2;3@4=1;3@6=1;3@8=1;4@7=2;4@6=1;4@5=1;5@1=1;5@2=1;5@8=1;6@0=1;6@2=1;6@7=1;6@9=1;6@4=2;6@8=2;7@0=1;7@3=1;7@6=1;7@8=2;8@1=1;8@2=1;8@7=1;8@9=1;8@6=1;8@5=1;9@5=1,"0,1,2,3,7,9,4,6,8,5",51,42,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
930,929,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@1=2;0@4=4;0@5=3;0@6=1;1@1=1;1@4=1;2@0=1;2@4=2;2@5=1;3@0=2;3@1=1;3@4=2;3@2=1;3@9=1;4@1=3;4@9=2;4@3=1;4@8=1;5@8=1;6@0=1;6@4=2;7@1=1;7@4=1;7@9=2;7@8=1;8@4=1;8@5=1;8@2=3;9@1=1,"0,1,4,5,6,2,9,3,8",47,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
931,930,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@3=2;0@5=1;1@0=2;1@2=2;2@1=2;2@0=1;2@2=1;3@1=2;3@3=2;3@5=1;3@7=1;4@5=1;4@0=2;4@2=1;4@6=1;5@1=1;5@0=1;5@6=1;6@1=2;6@5=1;6@0=2;6@2=1;6@7=1;6@6=1;6@4=3;6@8=1;7@1=1;7@3=1;7@5=1;7@7=1;7@4=1;8@1=1;8@2=1;8@9=1,"1,3,5,0,2,7,6,4,8,9",46,35,0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
932,931,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@5=3;0@7=1;1@7=1;1@1=1;1@8=1;2@7=1;2@1=1;2@4=2;3@6=1;4@5=1;4@7=1;4@4=1;4@0=1;4@3=1;4@9=1;5@2=1;6@4=1;6@6=1;6@9=1;7@2=1;7@9=1;8@4=2,"2,5,7,1,8,4,6,0,3,9",27,23,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
933,932,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=1;0@2=1;0@5=1;0@6=1;0@9=1;1@1=1;1@2=1;1@9=1;1@4=1;1@8=1;2@4=1;3@2=1;3@5=1;3@9=1;3@7=1;4@1=1;4@9=1;4@4=1;4@3=1;5@2=1;6@1=1;6@5=1;6@6=1;7@1=1;7@4=1;9@9=1,"1,2,5,6,9,4,8,7,3",26,26,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
934,933,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@1=2;0@2=1;0@4=1;0@5=1;0@6=1;0@9=1;1@1=1;1@2=3;1@4=2;1@5=2;1@7=1;1@8=1;2@1=3;2@4=1;3@1=3;3@4=2;3@5=1;3@9=1;3@8=1;4@2=1;4@6=1;4@9=1;4@8=1;5@1=1;5@4=3;5@6=1;5@7=1;5@8=1;6@1=1;6@2=5;6@4=1;6@7=1;6@8=1;6@0=1;7@2=2;7@4=2;7@6=1;7@9=2;7@0=1;7@3=1;8@1=2;8@2=1;8@4=4;8@6=1;9@4=1;9@5=1,"1,2,4,5,6,9,7,8,0,3",69,46,0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
935,934,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@2=1;0@4=5;0@5=1;0@6=1;0@7=1;0@8=1;1@4=1;1@8=1;2@4=3;2@5=2;2@6=4;2@8=1;2@1=1;3@2=1;3@4=2;3@5=1;3@6=1;3@7=2;3@1=1;3@9=1;4@2=1;4@5=2;4@6=1;4@9=1;5@8=2;5@9=1;6@2=3;6@4=1;6@5=2;6@6=1;6@8=1;6@9=2;6@0=1;6@3=1;7@2=2;7@4=1;7@6=1;7@8=1;7@1=1;7@0=1;8@4=2;8@1=1,"2,4,5,6,7,8,1,9,0,3",62,42,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
936,935,0,0,0,-,0:4|8;1:5|7;2:5|7|8;3:5|6|8;4:7|9;5:0|1|8|9;6:8;7:0|3|4|5|6;8:3|4|5|8;9:0|7|8,0:-;1:-;2:-;3:-;4:-;5:-;6:-;7:-;8:-;9:-,0@0=2;0@1=2;0@2=2;0@4=3;0@5=2;0@6=2;0@8=1;1@2=1;1@4=2;1@9=2;2@1=1;2@2=1;2@4=2;2@5=1;2@6=1;2@8=2;3@1=1;3@2=1;3@4=2;3@6=1;3@8=1;4@9=1;4@3=1;4@7=1;5@4=1;5@6=1;5@8=1;5@3=1;6@1=1;6@2=1;6@3=2;7@0=1;7@1=1;7@4=1;7@6=1;7@7=3;8@2=1;8@6=1;8@7=1;9@5=1,"0,1,2,4,5,6,8,9,3,7",55,40,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Feasible(status=11,gap=13.876511)"
